edge_id,date,day_of_week,is_weekend,hour,weather,is_rush_hour,congestion_level
"(1324408803, 1324408994, 0)",2026-06-03,2,0,9,0,1,9
"(1354670094, 1354670321, 0)",2026-05-27,2,0,11,0,0,2
"(1396443245, 1396443273, 0)",2026-05-31,6,0,19,1,0,1
"(1174066989, 1174446923, 0)",2026-07-26,6,0,8,2,1,7
"(1332669891, 6628697084, 0)",2026-06-22,0,0,10,0,0,3
"(13980225467, 13980225457, 0)",2026-05-18,0,0,7,0,1,6
"(1323345470, 1323345442, 0)",2026-06-03,2,0,22,0,0,1
"(1324181560, 1324181166, 0)",2026-06-03,2,0,11,0,0,2
"(1393170581, 1393416370, 0)",2026-07-03,4,1,22,0,0,6
"(1334047127, 1364900534, 0)",2026-05-30,5,1,13,0,0,1
"(6586987099, 6586987098, 0)",2026-05-26,1,0,13,0,0,2
"(6585611590, 6585611586, 0)",2026-06-21,6,0,14,0,1,7
"(1323672609, 1323672760, 0)",2026-05-23,5,1,17,0,0,1
"(1361117286, 1361117571, 0)",2026-07-15,2,0,6,0,0,2
"(5754489564, 1175374600, 0)",2026-06-19,4,1,6,0,0,3
"(1356920102, 6627437350, 0)",2026-05-08,4,1,19,1,0,5
"(1370526613, 1370526548, 0)",2026-07-06,0,0,7,0,1,6
"(1184780232, 13206205862, 0)",2026-07-27,0,0,7,0,1,5
"(1347137543, 1347137628, 0)",2026-05-18,0,0,17,0,0,3
"(6538590906, 6538590907, 0)",2026-06-15,0,0,8,0,1,8
"(1322981947, 1322981470, 0)",2026-07-14,1,0,20,0,0,1
"(6557376752, 6557597643, 0)",2026-06-06,5,1,20,0,0,7
"(1347137654, 1174967539, 0)",2026-06-24,2,0,22,1,0,2
"(3676443887, 3676443901, 0)",2026-06-18,3,0,17,0,0,1
"(6559240104, 6559240107, 0)",2026-06-10,2,0,6,0,0,1
"(12293292105, 12293228200, 0)",2026-07-22,2,0,7,0,1,8
"(1356917806, 1356918903, 0)",2026-07-05,6,0,13,0,0,2
"(1184943250, 1184942691, 0)",2026-05-30,5,1,15,0,1,3
"(6601590979, 6601533325, 0)",2026-06-12,4,1,12,1,0,1
"(1323345505, 1323345386, 0)",2026-06-19,4,1,17,0,0,3
"(1331244808, 1331245774, 0)",2026-05-31,6,0,7,1,1,7
"(6584186546, 5760617328, 0)",2026-05-27,2,0,7,0,1,8
"(1324181560, 1324181166, 0)",2026-05-11,0,0,11,0,0,2
"(719870150, 719870151, 0)",2026-05-27,2,0,13,0,0,2
"(3676305214, 3676304507, 0)",2026-07-19,6,0,15,0,1,6
"(1380541227, 1380541141, 0)",2026-06-14,6,0,6,0,0,1
"(6598691631, 6596790435, 0)",2026-05-08,4,1,9,1,1,2
"(1347409972, 6530844087, 0)",2026-06-30,1,0,12,0,0,3
"(1330947296, 1330820257, 0)",2026-07-16,3,0,8,1,1,6
"(6541243906, 6530776895, 0)",2026-06-28,6,0,22,1,0,3
"(1379368400, 1379368402, 0)",2026-06-07,6,0,21,0,0,3
"(9407471693, 6630522620, 0)",2026-07-29,2,0,19,2,0,3
"(1178236650, 1178236811, 0)",2026-05-24,6,0,9,0,1,8
"(721619073, 1334295727, 0)",2026-06-29,0,0,21,0,0,1
"(1184864093, 1184863233, 0)",2026-07-17,4,1,10,0,0,1
"(6610375755, 6738772299, 0)",2026-07-21,1,0,13,1,0,3
"(5755970972, 5755970962, 0)",2026-06-30,1,0,22,0,0,3
"(3526130192, 3526130191, 0)",2026-07-20,0,0,6,1,0,3
"(1361117697, 1361117344, 0)",2026-07-29,2,0,15,2,1,9
"(6561421802, 6561346682, 0)",2026-05-13,2,0,12,0,0,2
"(1329345222, 1327186562, 0)",2026-05-01,4,1,16,1,1,1
"(1806914836, 1323345311, 0)",2026-05-26,1,0,19,0,0,2
"(1175877701, 1175876747, 0)",2026-07-26,6,0,11,2,0,4
"(1346778840, 1346779524, 0)",2026-05-10,6,0,6,0,0,3
"(1327186259, 1327186566, 0)",2026-06-20,5,1,9,1,1,1
"(6542839673, 3676454416, 0)",2026-06-15,0,0,13,0,0,1
"(6559240104, 6559240107, 0)",2026-05-04,0,0,20,0,0,1
"(1175160040, 1175161081, 0)",2026-06-14,6,0,7,0,1,6
"(1323345183, 6552242977, 0)",2026-06-16,1,0,8,0,1,6
"(6746280124, 6618274870, 0)",2026-07-20,0,0,20,1,0,2
"(6584186546, 5760617328, 0)",2026-05-30,5,1,13,0,0,3
"(1612356756, 3775034738, 0)",2026-06-03,2,0,7,0,1,8
"(1371538812, 6769787795, 0)",2026-05-30,5,1,21,0,0,5
"(1361117286, 1361117571, 0)",2026-07-02,3,0,6,0,0,2
"(1184065373, 1184065322, 0)",2026-05-26,1,0,19,0,0,1
"(331561175, 6600683484, 0)",2026-05-03,6,0,23,2,0,3
"(1332724605, 6769856178, 0)",2026-05-06,2,0,8,0,1,7
"(1357216546, 1357216432, 0)",2026-05-18,0,0,11,0,0,3
"(6541243906, 6530776895, 0)",2026-05-23,5,1,22,0,0,5
"(721619073, 1334295727, 0)",2026-06-01,0,0,10,0,0,3
"(6580964317, 1323345593, 0)",2026-05-31,6,0,18,1,0,1
"(1347137543, 1347137628, 0)",2026-07-18,5,1,16,0,1,2
"(1371538920, 1371538659, 0)",2026-05-06,2,0,6,0,0,1
"(6547426508, 5760614813, 0)",2026-06-08,0,0,8,1,1,5
"(1350774257, 1350774330, 0)",2026-07-29,2,0,13,2,0,4
"(3676443887, 3676443901, 0)",2026-05-07,3,0,20,0,0,1
"(1393170581, 1393416370, 0)",2026-05-25,0,0,15,0,1,8
"(1347409972, 6530844087, 0)",2026-05-09,5,1,11,0,0,1
"(6553169892, 6553169905, 0)",2026-06-11,3,0,9,1,1,8
"(1371614491, 1371614644, 0)",2026-06-14,6,0,22,0,0,3
"(1342637342, 1342637240, 0)",2026-06-30,1,0,16,0,1,7
"(1179694693, 5761922487, 0)",2026-05-08,4,1,13,1,0,3
"(1364829529, 1364829688, 0)",2026-07-09,3,0,6,0,0,2
"(1173885926, 6573897495, 0)",2026-06-06,5,1,16,0,1,2
"(1359004421, 1359004039, 0)",2026-05-17,6,0,14,0,1,8
"(1371956302, 1371956554, 0)",2026-06-28,6,0,6,1,0,3
"(1349527623, 1349527724, 0)",2026-06-18,3,0,19,0,0,2
"(1324408906, 1324408750, 0)",2026-05-11,0,0,15,0,1,6
"(6757354948, 1332017603, 0)",2026-07-04,5,1,14,0,1,2
"(6584186546, 5760617328, 0)",2026-05-11,0,0,20,0,0,3
"(1346638950, 1346639133, 0)",2026-07-10,4,1,8,2,1,6
"(1322981947, 1322981470, 0)",2026-07-18,5,1,16,0,1,2
"(6583043108, 1331082612, 0)",2026-06-07,6,0,17,0,0,2
"(1328078896, 724730812, 0)",2026-05-17,6,0,6,0,0,2
"(1334047122, 1334047056, 0)",2026-06-12,4,1,11,1,0,2
"(6543942547, 6543919956, 0)",2026-05-11,0,0,22,0,0,1
"(1331244808, 1331245774, 0)",2026-07-20,0,0,18,1,0,1
"(1323345669, 1323345355, 0)",2026-07-24,4,1,6,0,0,2
"(1370526903, 1370526980, 0)",2026-07-16,3,0,20,1,0,1
"(2442418232, 1179694631, 0)",2026-06-28,6,0,13,1,0,2
"(1356918901, 1356920642, 0)",2026-06-22,0,0,7,0,1,8
"(6557315806, 12468747074, 0)",2026-06-17,2,0,16,0,1,5
"(1349779720, 1356919050, 0)",2026-07-20,0,0,21,1,0,3
"(6552183332, 5755970960, 0)",2026-07-04,5,1,9,0,1,2
"(6755854467, 1372487009, 1)",2026-07-05,6,0,11,0,0,3
"(6568974979, 6569018810, 0)",2026-05-11,0,0,15,0,1,7
"(1343821200, 1343821239, 0)",2026-07-18,5,1,8,0,1,3
"(1355636739, 1355636500, 0)",2026-06-01,0,0,20,0,0,1
"(1347137271, 1347137638, 0)",2026-07-25,5,1,15,0,1,1
"(1366234574, 1366234660, 0)",2026-07-16,3,0,11,1,0,1
"(6738766745, 1324570438, 0)",2026-06-09,1,0,16,0,1,7
"(3111983583, 6547342476, 0)",2026-05-25,0,0,16,0,1,7
"(6557653945, 6557653962, 0)",2026-05-10,6,0,14,0,1,9
"(6591306604, 13980225453, 0)",2026-06-27,5,1,7,2,1,3
"(1361117264, 1361117334, 0)",2026-07-26,6,0,6,2,0,5
"(1171724079, 1175374597, 0)",2026-06-08,0,0,10,1,0,1
"(721619180, 1380541148, 0)",2026-07-01,2,0,21,0,0,1
"(6580927373, 6580961271, 0)",2026-05-04,0,0,20,0,0,3
"(1354861809, 6752972982, 0)",2026-05-09,5,1,8,0,1,3
"(6296976796, 1329735146, 0)",2026-07-15,2,0,9,0,1,7
"(1347293046, 1347292957, 0)",2026-05-19,1,0,10,0,0,1
"(1349779720, 1356919050, 0)",2026-06-25,3,0,15,0,1,7
"(1342637342, 1342637240, 0)",2026-07-21,1,0,12,1,0,2
"(1174524594, 5754846394, 0)",2026-06-26,4,1,9,1,1,2
"(1368366511, 1368366365, 0)",2026-06-02,1,0,9,0,1,6
"(1374245565, 1374246035, 0)",2026-05-16,5,1,16,0,1,1
"(6541820282, 1343821122, 0)",2026-05-02,5,1,18,0,0,1
"(6572664808, 6304571031, 0)",2026-07-23,3,0,8,2,1,9
"(1349527623, 1349527724, 0)",2026-05-29,4,1,15,0,1,2
"(1346847201, 1346156985, 0)",2026-07-23,3,0,11,2,0,6
"(1361117236, 1361117275, 0)",2026-06-01,0,0,11,0,0,3
"(1347409972, 6530844087, 0)",2026-07-06,0,0,7,0,1,5
"(6772044502, 1394212414, 0)",2026-07-12,6,0,6,0,0,2
"(1173885926, 6573897495, 0)",2026-06-16,1,0,19,0,0,3
"(6557825399, 1175373862, 0)",2026-06-12,4,1,20,1,0,5
"(5903235296, 1346639012, 0)",2026-06-09,1,0,22,0,0,2
"(1379368400, 1379368402, 0)",2026-05-12,1,0,9,1,1,6
"(5754489564, 1175374600, 0)",2026-07-29,2,0,16,2,1,7
"(6750036709, 6750036706, 0)",2026-06-20,5,1,23,1,0,1
"(1179694975, 1179694218, 0)",2026-06-09,1,0,20,0,0,3
"(6624547084, 6624573185, 0)",2026-06-11,3,0,18,1,0,2
"(1347137658, 6540243378, 0)",2026-06-10,2,0,20,0,0,1
"(1323430533, 1323754188, 0)",2026-06-23,1,0,6,0,0,3
"(1349527700, 1349527603, 0)",2026-06-25,3,0,16,0,1,6
"(6584072707, 6584072708, 0)",2026-07-25,5,1,22,0,0,4
"(6746280124, 6618274870, 0)",2026-05-04,0,0,15,0,1,8
"(6601640776, 6601640727, 0)",2026-05-14,3,0,11,0,0,2
"(6542903703, 6542903721, 0)",2026-05-17,6,0,11,0,0,3
"(1171724079, 1175374597, 0)",2026-05-21,3,0,8,0,1,8
"(1349780764, 1370526533, 0)",2026-06-08,0,0,16,1,1,9
"(1374245133, 1374245568, 0)",2026-06-22,0,0,14,0,1,7
"(6542903703, 6542903721, 0)",2026-06-30,1,0,19,0,0,1
"(6576721831, 3250738467, 0)",2026-07-29,2,0,18,2,0,5
"(1331613509, 1331613269, 0)",2026-06-27,5,1,21,2,0,10
"(6570316836, 1327150065, 0)",2026-07-06,0,0,21,0,0,2
"(1346612566, 1346611975, 0)",2026-06-06,5,1,18,0,0,2
"(6547790611, 6547790609, 0)",2026-05-03,6,0,6,2,0,4
"(1185026376, 1184942947, 0)",2026-06-17,2,0,17,0,0,1
"(1343821200, 1343821239, 0)",2026-05-11,0,0,18,0,0,1
"(6637789301, 6637789305, 0)",2026-07-14,1,0,13,0,0,3
"(1347137543, 1347137628, 0)",2026-07-27,0,0,7,0,1,8
"(6557653945, 6557653962, 0)",2026-07-13,0,0,23,0,0,2
"(1371956399, 1371956539, 0)",2026-07-22,2,0,14,0,1,8
"(1371538688, 1371538805, 0)",2026-05-17,6,0,19,0,0,1
"(1356520047, 6615870733, 0)",2026-07-26,6,0,15,2,1,8
"(1364900603, 1364900434, 0)",2026-07-24,4,1,22,0,0,8
"(6557825399, 1175373862, 0)",2026-07-20,0,0,19,1,0,3
"(1330820105, 1330820244, 0)",2026-07-22,2,0,14,0,1,7
"(1352193870, 1352193896, 0)",2026-05-04,0,0,6,0,0,3
"(6552768140, 1330947542, 0)",2026-06-26,4,1,18,1,0,1
"(6555924658, 6555791336, 0)",2026-06-24,2,0,9,1,1,7
"(11006104076, 11006104068, 0)",2026-05-31,6,0,12,1,0,1
"(1356460312, 1356460609, 0)",2026-06-27,5,1,22,2,0,9
"(1331244808, 1331245774, 0)",2026-05-16,5,1,11,0,0,2
"(6538590906, 6538590907, 0)",2026-05-05,1,0,12,1,0,2
"(1380541785, 1380541789, 0)",2026-07-10,4,1,20,2,0,9
"(1347409972, 6530844087, 0)",2026-06-13,5,1,8,0,1,3
"(2988698289, 2988700223, 0)",2026-07-16,3,0,17,1,0,2
"(1324408994, 1324408803, 0)",2026-07-03,4,1,22,0,0,8
"(1374279064, 1374279335, 0)",2026-07-21,1,0,21,1,0,2
"(6610375755, 6738772299, 0)",2026-07-10,4,1,15,2,1,3
"(11953619597, 11953619598, 0)",2026-05-11,0,0,10,0,0,2
"(1346612860, 1346612090, 0)",2026-05-29,4,1,12,0,0,1
"(6555547270, 1175742029, 0)",2026-06-05,4,1,14,0,1,2
"(1324408890, 1324408701, 0)",2026-05-10,6,0,20,0,0,2
"(11006104077, 11006104104, 0)",2026-07-22,2,0,16,0,1,7
"(1332669891, 6628697084, 0)",2026-06-27,5,1,15,2,1,3
"(1370526613, 1370526548, 0)",2026-05-05,1,0,19,1,0,3
"(1346612860, 1346612090, 0)",2026-06-24,2,0,9,1,1,8
"(1329698748, 1329698691, 0)",2026-07-29,2,0,22,2,0,4
"(3467985821, 3467985833, 0)",2026-05-13,2,0,23,0,0,2
"(1352193566, 1352193540, 0)",2026-05-13,2,0,22,0,0,3
"(1346613092, 1346612605, 0)",2026-05-16,5,1,14,0,1,1
"(1361117286, 1361117571, 0)",2026-07-23,3,0,21,2,0,4
"(6304487276, 1322981701, 0)",2026-05-15,4,1,11,1,0,1
"(6585521761, 6585521754, 0)",2026-06-26,4,1,8,1,1,1
"(1323345470, 1323345442, 0)",2026-06-21,6,0,20,0,0,2
"(1179694975, 1179694218, 0)",2026-05-13,2,0,16,0,1,9
"(1347137399, 1347137564, 0)",2026-05-30,5,1,17,0,0,1
"(6587835836, 1329148725, 0)",2026-06-28,6,0,16,1,1,6
"(6598161400, 6598348640, 0)",2026-05-12,1,0,9,1,1,7
"(1371382516, 6630661890, 0)",2026-05-14,3,0,21,0,0,3
"(6631173960, 6631708296, 0)",2026-07-04,5,1,16,0,1,2
"(1347137271, 1347137638, 0)",2026-07-15,2,0,6,0,0,3
"(1324181494, 6622601720, 0)",2026-07-13,0,0,8,0,1,5
"(6598161400, 6598348640, 0)",2026-07-21,1,0,11,1,0,1
"(1185579728, 1185579688, 0)",2026-07-14,1,0,13,0,0,2
"(1371538812, 6769787795, 0)",2026-05-13,2,0,17,0,0,1
"(1371538812, 6769787795, 0)",2026-05-28,3,0,18,1,0,2
"(1325839946, 1326062805, 0)",2026-07-28,1,0,9,0,1,8
"(1380541227, 1380541141, 0)",2026-06-10,2,0,13,0,0,1
"(1396425558, 1396425569, 0)",2026-06-26,4,1,20,1,0,6
"(1353448531, 1353448730, 0)",2026-06-27,5,1,10,2,0,6
"(1364829713, 6544339896, 0)",2026-06-01,0,0,14,0,1,6
"(1367529816, 1367529601, 0)",2026-06-20,5,1,6,1,0,2
"(1341740647, 1341740642, 0)",2026-05-25,0,0,20,0,0,2
"(6296893347, 6296893346, 0)",2026-07-09,3,0,6,0,0,2
"(1171157754, 1171157949, 0)",2026-06-02,1,0,19,0,0,2
"(1396508515, 1396508522, 0)",2026-05-03,6,0,15,2,1,9
"(1323430669, 1323430782, 0)",2026-05-31,6,0,23,1,0,2
"(1341987090, 1342945811, 0)",2026-06-14,6,0,13,0,0,3
"(6620749493, 6620749498, 0)",2026-07-08,2,0,19,0,0,3
"(1350029522, 1350029611, 0)",2026-06-09,1,0,23,0,0,1
"(1184943115, 1185026255, 0)",2026-06-15,0,0,6,0,0,2
"(6772044486, 6772029084, 0)",2026-07-12,6,0,15,0,1,7
"(1364900603, 1364900434, 0)",2026-05-27,2,0,19,0,0,1
"(6557376752, 6557597643, 0)",2026-06-24,2,0,12,1,0,2
"(1173885682, 6552332791, 0)",2026-07-18,5,1,14,0,1,1
"(1178236650, 1178236811, 0)",2026-06-02,1,0,13,0,0,2
"(6738766745, 1324570438, 0)",2026-07-28,1,0,14,0,1,8
"(6548212725, 6548212716, 0)",2026-07-13,0,0,18,0,0,2
"(1329698748, 1329698691, 0)",2026-07-19,6,0,23,0,0,2
"(1323345559, 1323345237, 0)",2026-05-11,0,0,19,0,0,2
"(6542903703, 6542903721, 0)",2026-06-16,1,0,8,0,1,8
"(6772044486, 6772029084, 0)",2026-06-12,4,1,10,1,0,1
"(6738710309, 6738506445, 0)",2026-07-24,4,1,22,0,0,8
"(6553252033, 1184975571, 0)",2026-06-26,4,1,11,1,0,2
"(1346612566, 1346611975, 0)",2026-06-01,0,0,22,0,0,1
"(12237200017, 1361117364, 0)",2026-05-15,4,1,18,1,0,2
"(1352193870, 1352193896, 0)",2026-06-07,6,0,21,0,0,1
"(6547182834, 6547182832, 0)",2026-07-29,2,0,21,2,0,5
"(1324408890, 1324408701, 0)",2026-07-28,1,0,21,0,0,1
"(1171186911, 1171186934, 0)",2026-05-12,1,0,22,1,0,3
"(1329698406, 1329698844, 0)",2026-06-07,6,0,7,0,1,9
"(1184780232, 13206205862, 0)",2026-05-17,6,0,22,0,0,1
"(1323430669, 1323430782, 0)",2026-05-09,5,1,19,0,0,7
"(1184065203, 1184065403, 0)",2026-06-06,5,1,12,0,0,1
"(1329637961, 1329637914, 0)",2026-07-12,6,0,19,0,0,1
"(1347293015, 1347293062, 0)",2026-07-15,2,0,22,0,0,1
"(1350752740, 1350753292, 0)",2026-07-20,0,0,14,1,1,6
"(1396425400, 6775359719, 0)",2026-06-25,3,0,14,0,1,7
"(6555547270, 1175742029, 0)",2026-07-10,4,1,20,2,0,9
"(1332017826, 1332017777, 0)",2026-06-19,4,1,10,0,0,2
"(6556986422, 5766243919, 0)",2026-05-11,0,0,12,0,0,2
"(1396425558, 1396425569, 0)",2026-06-22,0,0,13,0,0,1
"(6757013374, 6757013360, 0)",2026-06-23,1,0,7,0,1,7
"(1178236745, 1178236855, 0)",2026-07-18,5,1,13,0,0,1
"(1323345559, 1323345237, 0)",2026-05-14,3,0,17,0,0,2
"(9407471693, 6630522620, 0)",2026-07-20,0,0,17,1,0,1
"(1354861809, 6752972982, 0)",2026-05-27,2,0,10,0,0,2
"(1358332446, 1358332351, 0)",2026-05-01,4,1,22,1,0,5
"(1324373626, 1324373548, 0)",2026-07-23,3,0,18,2,0,4
"(1175876731, 1175878154, 0)",2026-06-05,4,1,12,0,0,2
"(1352193762, 1352193549, 0)",2026-07-29,2,0,18,2,0,3
"(6604359199, 6582026236, 0)",2026-07-10,4,1,18,2,0,5
"(1374245565, 1374246035, 0)",2026-05-01,4,1,19,1,0,6
"(1326063002, 1326063009, 0)",2026-05-25,0,0,19,0,0,2
"(1329637969, 6581812753, 0)",2026-05-21,3,0,6,0,0,2
"(1334047122, 1334047056, 0)",2026-07-25,5,1,10,0,0,2
"(1174525096, 1174524924, 0)",2026-06-23,1,0,8,0,1,7
"(1179694693, 5761922487, 0)",2026-06-26,4,1,19,1,0,5
"(1354670094, 1354670321, 0)",2026-06-19,4,1,18,0,0,2
"(6738766745, 1324570438, 0)",2026-07-12,6,0,11,0,0,1
"(12293292105, 12293228200, 0)",2026-07-22,2,0,16,0,1,8
"(6555547270, 1175742029, 0)",2026-05-15,4,1,23,1,0,2
"(1324373626, 1324373548, 0)",2026-06-16,1,0,20,0,0,1
"(12920669869, 1186889231, 0)",2026-07-23,3,0,10,2,0,5
"(1330170196, 1330171107, 0)",2026-05-30,5,1,9,0,1,3
"(2988909845, 2988913654, 0)",2026-07-28,1,0,10,0,0,2
"(1185579728, 1185579688, 0)",2026-07-24,4,1,11,0,0,3
"(1324408890, 1324408701, 0)",2026-06-09,1,0,20,0,0,3
"(6561421802, 6561346682, 0)",2026-07-10,4,1,13,2,0,5
"(1327149840, 1327149966, 0)",2026-06-15,0,0,21,0,0,1
"(1332724605, 6769856178, 0)",2026-06-10,2,0,21,0,0,1
"(1325839946, 1326062805, 0)",2026-07-16,3,0,19,1,0,3
"(1323345690, 1323345352, 0)",2026-05-27,2,0,13,0,0,1
"(1324408803, 1324408994, 0)",2026-07-14,1,0,22,0,0,1
"(1371382516, 6630661890, 0)",2026-06-16,1,0,19,0,0,2
"(1346847038, 6304363132, 0)",2026-05-17,6,0,20,0,0,3
"(1352193762, 1352193549, 0)",2026-06-26,4,1,12,1,0,2
"(1324181616, 1324181571, 0)",2026-07-07,1,0,16,0,1,6
"(1353114192, 1353114107, 0)",2026-05-22,4,1,11,1,0,3
"(6637789301, 6637789305, 0)",2026-05-16,5,1,17,0,0,1
"(1356243636, 1356243715, 0)",2026-06-03,2,0,22,0,0,3
"(6543942547, 6543919956, 0)",2026-07-08,2,0,9,0,1,6
"(1323345322, 1323345842, 0)",2026-07-21,1,0,21,1,0,2
"(12202083138, 12202083141, 0)",2026-06-19,4,1,22,0,0,7
"(6541505710, 1346779273, 0)",2026-07-04,5,1,7,0,1,2
"(1368366511, 1368366365, 0)",2026-07-29,2,0,22,2,0,4
"(12293292105, 12293228200, 0)",2026-07-01,2,0,20,0,0,1
"(1330171400, 1329345386, 0)",2026-05-19,1,0,9,0,1,5
"(1178236865, 1178236463, 0)",2026-05-12,1,0,20,1,0,1
"(6775370153, 6775370130, 0)",2026-05-06,2,0,8,0,1,5
"(6555924658, 6555791336, 0)",2026-05-13,2,0,6,0,0,3
"(1371538920, 1371538659, 0)",2026-06-23,1,0,18,0,0,2
"(1359003946, 1359004437, 0)",2026-06-29,0,0,21,0,0,3
"(1395429860, 1395429882, 0)",2026-06-24,2,0,21,1,0,2
"(6581279487, 6581279486, 0)",2026-05-10,6,0,7,0,1,5
"(1346638950, 1346639133, 0)",2026-07-18,5,1,20,0,0,4
"(5761923664, 1368366565, 0)",2026-07-29,2,0,12,2,0,4
"(1174446973, 1174066983, 0)",2026-06-08,0,0,17,1,0,3
"(6598726196, 6596766163, 0)",2026-05-25,0,0,23,0,0,2
"(1379372182, 1379372190, 0)",2026-07-20,0,0,12,1,0,1
"(6746280124, 6618274870, 0)",2026-07-15,2,0,22,0,0,3
"(1344168240, 266215378, 0)",2026-05-01,4,1,10,1,0,1
"(6581279487, 6581279486, 0)",2026-05-30,5,1,16,0,1,1
"(6536439375, 6536588938, 0)",2026-07-29,2,0,7,2,1,8
"(1341987090, 1342945811, 0)",2026-07-09,3,0,10,0,0,3
"(1379368400, 1379368402, 0)",2026-05-08,4,1,19,1,0,7
"(1349780764, 1370526533, 0)",2026-06-23,1,0,21,0,0,3
"(6580964317, 1323345593, 0)",2026-06-28,6,0,8,1,1,7
"(1372487710, 1372487151, 0)",2026-06-17,2,0,12,0,0,3
"(1183596438, 1183596411, 0)",2026-06-06,5,1,15,0,1,3
"(1324373626, 1324373548, 0)",2026-07-02,3,0,8,0,1,6
"(6606955214, 6607646372, 0)",2026-05-01,4,1,23,1,0,2
"(1323345470, 1323345442, 0)",2026-05-22,4,1,12,1,0,3
"(1174524649, 6754562258, 0)",2026-05-16,5,1,14,0,1,3
"(1361117236, 1361117275, 0)",2026-07-21,1,0,14,1,1,5
"(1370526566, 1370526639, 0)",2026-05-03,6,0,9,2,1,10
"(1380541785, 1380541789, 0)",2026-05-05,1,0,10,1,0,1
"(1374129709, 6631219361, 0)",2026-05-20,2,0,15,0,1,6
"(3111983583, 6547342476, 0)",2026-05-13,2,0,21,0,0,3
"(6557653945, 6557653962, 0)",2026-05-30,5,1,15,0,1,1
"(6606955214, 6607646372, 0)",2026-05-11,0,0,19,0,0,2
"(1329698406, 1329698844, 0)",2026-07-18,5,1,11,0,0,1
"(6558050360, 6538858465, 0)",2026-06-20,5,1,11,1,0,2
"(1324181616, 1324181571, 0)",2026-05-13,2,0,6,0,0,3
"(1324181560, 1324181166, 0)",2026-07-23,3,0,23,2,0,5
"(3111984079, 9366943157, 0)",2026-06-22,0,0,17,0,0,2
"(1370526769, 1370526928, 0)",2026-07-25,5,1,21,0,0,6
"(1371538920, 1371538659, 0)",2026-06-17,2,0,11,0,0,2
"(1184975499, 1185106853, 0)",2026-07-11,5,1,16,0,1,3
"(2988811356, 6775377328, 0)",2026-07-11,5,1,14,0,1,1
"(6557376736, 3111984021, 0)",2026-05-21,3,0,22,0,0,2
"(1330170962, 1330171205, 0)",2026-05-26,1,0,10,0,0,3
"(1181366272, 1181365512, 0)",2026-07-09,3,0,22,0,0,1
"(1329735003, 2973460651, 0)",2026-07-26,6,0,19,2,0,5
"(1374245133, 1374245568, 0)",2026-07-05,6,0,8,0,1,5
"(6775370153, 6775370130, 0)",2026-06-22,0,0,12,0,0,2
"(6591306604, 13980225453, 0)",2026-06-28,6,0,17,1,0,1
"(1186889099, 1186546606, 0)",2026-05-23,5,1,23,0,0,3
"(6553621910, 1341691134, 0)",2026-05-03,6,0,10,2,0,4
"(1396443192, 6771620989, 0)",2026-05-18,0,0,20,0,0,3
"(1174066989, 1174446923, 0)",2026-06-10,2,0,18,0,0,2
"(1347137658, 6540243378, 0)",2026-05-13,2,0,14,0,1,5
"(6552183332, 5755970960, 0)",2026-06-14,6,0,19,0,0,3
"(5761923664, 1368366565, 0)",2026-07-21,1,0,22,1,0,3
"(1396443245, 1396443273, 0)",2026-06-23,1,0,20,0,0,1
"(1323345505, 1323345386, 0)",2026-07-03,4,1,17,0,0,2
"(1341740647, 1341740642, 0)",2026-05-19,1,0,12,0,0,1
"(11953619597, 11953619598, 0)",2026-07-14,1,0,9,0,1,7
"(1364900601, 6552023122, 0)",2026-06-09,1,0,19,0,0,2
"(6570316836, 1327150065, 0)",2026-07-03,4,1,20,0,0,5
"(6772044486, 6772029084, 0)",2026-07-16,3,0,13,1,0,2
"(1366234574, 1366234660, 0)",2026-05-16,5,1,21,0,0,6
"(1172905066, 1172905094, 0)",2026-06-17,2,0,10,0,0,1
"(1173885926, 6573897495, 0)",2026-06-05,4,1,12,0,0,1
"(1349527700, 1349527603, 0)",2026-06-20,5,1,8,1,1,2
"(1367529816, 1367529601, 0)",2026-06-04,3,0,14,0,1,6
"(1364900601, 6552023122, 0)",2026-06-05,4,1,12,0,0,1
"(1171157846, 1171157694, 0)",2026-06-26,4,1,13,1,0,1
"(1341987090, 1342945811, 0)",2026-07-21,1,0,15,1,1,6
"(6769163183, 6769186889, 0)",2026-05-25,0,0,22,0,0,3
"(1175877023, 5755845306, 0)",2026-06-09,1,0,20,0,0,2
"(6556986422, 5766243919, 0)",2026-05-05,1,0,21,1,0,3
"(1183596438, 1183596411, 0)",2026-07-17,4,1,10,0,0,3
"(1370526911, 6651595643, 0)",2026-07-10,4,1,15,2,1,5
"(3111983583, 6547342476, 0)",2026-05-04,0,0,14,0,1,7
"(3676443887, 3676443901, 0)",2026-06-30,1,0,17,0,0,2
"(1326062482, 1326062791, 0)",2026-06-05,4,1,20,0,0,5
"(5755970972, 5755970962, 0)",2026-07-27,0,0,6,0,0,2
"(2442418232, 1179694631, 0)",2026-05-21,3,0,20,0,0,2
"(1173885682, 6552332791, 0)",2026-07-01,2,0,15,0,1,6
"(1344168045, 1344168110, 0)",2026-06-17,2,0,13,0,0,3
"(6553429911, 1180288829, 0)",2026-07-27,0,0,22,0,0,3
"(1374245565, 1374246035, 0)",2026-06-06,5,1,21,0,0,5
"(1366234574, 1366234660, 0)",2026-06-24,2,0,9,1,1,6
"(6547182834, 6547182832, 0)",2026-05-23,5,1,23,0,0,3
